Business Legal Name,Assumed Name(s),Street,City,Borough,Postcode,License Type,License Status,License Issue Date,License Expiration Date,Latitude,Longitude,Council District,Community Board,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location
SIOK HOSPITALITY LLC,PASSIONFRUIT COFFEE,733 MADISON STREET,BROOKLYN,Brooklyn,11221,Sidewalk,Issued,05/09/2025 09:28:06 AM,05/09/2029 11:59:59 PM,40.687365364511,-73.927603281553,36,303,3325041,3016420050,385,BK0302,POINT (-73.927603281553 40.687365364511)
MOULINAS LLC,BAR TABAC,128 SMITH STREET,BROOKLYN,Brooklyn,11201,Sidewalk,Issued,11/14/2025 12:19:09 PM,11/14/2029 11:59:59 PM,40.687267028868,-73.990109379303,33,302,3001220,3001930020,43,BK0202,POINT (-73.990109379303 40.687267028868)
CALF & BULL INC.,HOME KITCHEN,155 EAST   84 STREET,NEW YORK,Manhattan,10028,Roadway,Issued,05/23/2025 11:59:08 AM,05/23/2029 11:59:59 PM,40.777965268287,-73.956028919778,4,108,1047700,1015130124,14801,MN0802,POINT (-73.956028919778 40.777965268287)
AMYLOS LLC,AMYLOS TAVERNA,33-19 BROADWAY,ASTORIA,Queens,11106,Roadway,Issued,10/03/2025 01:22:28 PM,10/03/2029 11:59:59 PM,40.761120132174,-73.92355926454,22,401,4617929,4006237501,61,QN0103,POINT (-73.92355926454 40.761120132174)
TIME CAFE LLC,TIME AGAIN,105 CANAL STREET,NEW YORK,Manhattan,10002,Sidewalk,Issued,02/13/2026 03:28:38 PM,02/13/2030 11:59:59 PM,40.715582366372,-73.994138128762,1,103,1081956,1003010001,16,MN0301,POINT (-73.994138128762 40.715582366372)
BUNS REST INC,THE BROOKLYN TREE,188 MONTROSE AVENUE,BROOKLYN,Brooklyn,11206,Roadway,Issued,02/13/2026 03:36:02 PM,02/13/2030 11:59:59 PM,40.707432359652,-73.94201607197,34,301,3071220,3030620020,49302,BK0104,POINT (-73.94201607197 40.707432359652)
PEARL AND FRONT CORP.,LOS TACOS AL PASTOR,141 FRONT STREET,BROOKLYN,Brooklyn,11201,Sidewalk,Issued,03/06/2026 10:47:11 AM,03/06/2030 11:59:59 PM,40.702453599978,-73.987492338112,33,302,3000090,3000400001,21,BK0202,POINT (-73.987492338112 40.702453599978)
ORCHARD STREET RESTAURANT MANAGEMENT LLC,SWAN ROOM / CORNER BAR,54 CANAL STREET,NEW YORK,Manhattan,10002,Roadway,Issued,01/02/2026 01:28:13 PM,01/02/2030 11:59:59 PM,40.714904277236,-73.991970220231,1,103,1003795,1002940007,16,MN0301,POINT (-73.991970220231 40.714904277236)
SWEETGREEN NEW YORK LLC,SWEETGREEN,101 UNIVERSITY PLACE,NEW YORK,Manhattan,10003,Roadway,Issued,02/06/2026 01:08:26 PM,02/06/2030 11:59:59 PM,40.7340024126,-73.992707612722,2,102,1009195,1005640001,61,MN0202,POINT (-73.992707612722 40.7340024126)
SYVROS RESTAURANT CORP,ZORBA'S,29-05 23 AVENUE,ASTORIA,Queens,11105,Sidewalk,Issued,02/07/2025 04:53:56 PM,02/07/2029 11:59:59 PM,40.774952208686,-73.913697395461,22,401,4017587,4008440003,115,QN0101,POINT (-73.913697395461 40.774952208686)
JULIANA'S UTBB LLC,JULIANA'S PIZZA,19 OLD FULTON STREET,BROOKLYN,Brooklyn,11201,Sidewalk,Issued,05/16/2025 03:56:20 PM,05/16/2029 11:59:59 PM,40.702574874401,-73.993616320094,33,302,3329414,3000350005,21,BK0202,POINT (-73.993616320094 40.702574874401)
JOSEPH FOOD 1 CORP,MAYA TAQUERIA,168 5 AVENUE,BROOKLYN,Brooklyn,11217,Sidewalk,Issued,12/19/2025 10:54:09 AM,12/19/2029 11:59:59 PM,40.677582087478,-73.979673645442,39,306,3019560,3009490044,131,BK0602,POINT (-73.979673645442 40.677582087478)
ASTORIA CAFE INC,MIMOZA CAFE,30-05 45 STREET,ASTORIA,Queens,11103,Sidewalk,Issued,04/11/2025 02:22:08 PM,04/11/2029 11:59:59 PM,40.761844014039,-73.911108153935,22,401,4447663,4007140081,151,QN0104,POINT (-73.911108153935 40.761844014039)
THE VILLAGE SQUARE PIZZA INC,VILLAGE SQUARE PIZZA,147 AVENUE A,NEW YORK,Manhattan,10009,Roadway,Issued,10/03/2025 01:51:06 PM,10/03/2029 11:59:59 PM,40.727405647501,-73.982559179975,2,103,1077647,1004370030,34,MN0303,POINT (-73.982559179975 40.727405647501)
CAFE MOGADOR LLC,CAFE MOGADOR,133 WYTHE AVENUE,BROOKLYN,Brooklyn,11249,Roadway,Issued,05/23/2025 11:57:23 AM,05/23/2029 11:59:59 PM,40.719835447101,-73.960075392603,33,301,3061884,3023180002,557,BK0102,POINT (-73.960075392603 40.719835447101)
HUDSON CORNER LLC,L'ARTUSI / VIA PORTA,522 HUDSON STREET,NEW YORK,Manhattan,10014,Roadway,Issued,07/03/2025 01:12:54 PM,07/03/2029 11:59:59 PM,40.733900917469,-74.006256793766,3,102,1011183,1006200001,73,MN0203,POINT (-74.006256793766 40.733900917469)
"NAUGHTY  GULL, LLC",THE CLAM,420 HUDSON STREET,NEW YORK,Manhattan,10014,Roadway,Issued,08/08/2025 02:54:51 PM,08/08/2029 11:59:59 PM,40.730428758385,-74.006808507658,3,102,1009773,1005830001,67,MN0203,POINT (-74.006808507658 40.730428758385)
174 EIGHTH REST CORP.,JUNGLE BIRD,174 8 AVENUE,NEW YORK,Manhattan,10011,Roadway,Issued,10/10/2025 01:34:52 PM,10/10/2029 11:59:59 PM,40.742681586184,-74.000371704163,3,104,1013891,1007680081,87,MN0401,POINT (-74.000371704163 40.742681586184)
"FIVE ACORNS, LLC",HIDEAWAY,185 DUANE STREET,NEW YORK,Manhattan,10013,Roadway,Issued,10/24/2025 03:37:54 PM,10/24/2029 11:59:59 PM,40.71741556251,-74.010259459773,1,101,1001549,1001430015,39,MN0102,POINT (-74.010259459773 40.71741556251)
BEST MR. Q BBQ INC,MR. Q BBQ,802 56 STREET,BROOKLYN,Brooklyn,11220,Roadway,Issued,06/18/2025 03:36:31 PM,06/18/2029 11:59:59 PM,40.637523635579,-74.006849434975,43,312,3139848,3056860010,10402,BK1201,POINT (-74.006849434975 40.637523635579)
IN GOOD CO PARK AVE INC,PARK AVENUE TAVERN,99 PARK AVENUE,NEW YORK,Manhattan,10016,Roadway,Issued,02/13/2026 03:53:35 PM,02/13/2030 11:59:59 PM,40.75073822369,-73.978665921568,4,106,1019460,1008950001,8,MN0603,POINT (-73.978665921568 40.75073822369)
228 W 10TH ST LLC,L'ARTUSI,228 WEST   10 STREET,NEW YORK,Manhattan,10014,Roadway,Issued,02/13/2026 03:53:43 PM,02/13/2030 11:59:59 PM,40.733900971404,-74.005174303498,3,102,1078172,1006190021,73,MN0203,POINT (-74.005174303498 40.733900971404)
NUORO LLC,ARCO CAFE,886 AMSTERDAM AVENUE,NEW YORK,Manhattan,10025,Sidewalk,Issued,05/02/2025 02:23:31 PM,05/02/2029 11:59:59 PM,40.798743957382,-73.966955373482,7,107,1056565,1018750029,191,MN0703,POINT (-73.966955373482 40.798743957382)
FIRST AVENUE PERSIAN GRILLE INC,RAVAGH PERSIAN GRILL,1135 1 AVENUE,NEW YORK,Manhattan,10065,Roadway,Issued,05/02/2025 02:05:57 PM,05/02/2029 11:59:59 PM,40.761624615109,-73.960501472961,5,108,1044372,1014370026,11,MN0801,POINT (-73.960501472961 40.761624615109)
12 CHAIRS BYN LLC,12 CHAIRS CAFE,342 WYTHE AVENUE,BROOKLYN,Brooklyn,11249,Sidewalk,Issued,01/02/2026 01:25:40 PM,01/02/2030 11:59:59 PM,40.714587318112,-73.965333688057,33,301,3062890,3024030031,551,BK0102,POINT (-73.965333688057 40.714587318112)
WV UWS LLC,WESTVILLE,2290 BROADWAY,NEW YORK,Manhattan,10024,Roadway,Issued,05/02/2025 02:32:38 PM,05/02/2029 11:59:59 PM,40.786137270312,-73.978253698288,6,107,1032769,1012300043,171,MN0702,POINT (-73.978253698288 40.786137270312)
NO MOORE OYSTERS LLC,SMITH & MILLS,71 NORTH MOORE STREET,NEW YORK,Manhattan,10013,Sidewalk,Issued,12/19/2025 10:56:48 AM,12/19/2029 11:59:59 PM,40.720083513178,-74.009845003805,1,101,1002123,1001880009,39,MN0102,POINT (-74.009845003805 40.720083513178)
"IL POSTINO, INC.",IL POSTINO RISTORANTE,133 EAST   61 STREET,NEW YORK,Manhattan,10065,Sidewalk,Issued,12/12/2025 03:34:57 PM,12/12/2029 11:59:59 PM,40.763646998225,-73.967662348156,4,108,1041971,1013960014,11402,MN0802,POINT (-73.967662348156 40.763646998225)
VILLABERULIA INC,VILLA BERULIA,107 EAST   34 STREET,NEW YORK,Manhattan,10016,Sidewalk,Issued,01/07/2026 11:48:05 AM,01/07/2030 11:59:59 PM,40.746865746167,-73.980821742973,4,106,1078763,1008900001,72,MN0603,POINT (-73.980821742973 40.746865746167)
LPB2 LLC,LA PECORA BIANCA,950 2 AVENUE,NEW YORK,Manhattan,10022,Roadway,Issued,06/06/2025 10:07:03 AM,06/06/2029 11:59:59 PM,40.755105497114,-73.968337869203,4,106,1085119,1013437503,98,MN0604,POINT (-73.968337869203 40.755105497114)
GIN BLOSSOM BK  LLC,CLOVER CLUB,210 SMITH STREET,BROOKLYN,Brooklyn,11201,Sidewalk,Issued,03/14/2025 01:53:03 PM,03/14/2029 11:59:59 PM,40.684516910524,-73.99197028787,39,306,3006405,3004020042,6902,BK0601,POINT (-73.99197028787 40.684516910524)
BROOKLYN ACQUISITION HOLDING LLC,SEA WOLF,19 WYCKOFF AVENUE,BROOKLYN,Brooklyn,11237,Roadway,Issued,10/03/2025 01:38:23 PM,10/03/2029 11:59:59 PM,40.706641628872,-73.922965535093,34,304,3072408,3031770001,447,BK0401,POINT (-73.922965535093 40.706641628872)
BOGMAN LLC,BEARDED LADY,686A WASHINGTON AVENUE,BROOKLYN,Brooklyn,11238,Roadway,Issued,10/24/2025 03:32:14 PM,10/24/2029 11:59:59 PM,40.677372280756,-73.963691721476,35,308,3028558,3011530030,205,BK0801,POINT (-73.963691721476 40.677372280756)
GIN BLOSSOM BK  LLC,CLOVER CLUB,210 SMITH STREET,BROOKLYN,Brooklyn,11201,Roadway,Issued,03/14/2025 01:49:40 PM,03/14/2029 11:59:59 PM,40.684516910524,-73.99197028787,39,306,3006405,3004020042,6902,BK0601,POINT (-73.99197028787 40.684516910524)
SGR HOSPITALITY GROUP LLC,SOUVLAKI GR MIDTOWN,162 WEST   56 STREET,NEW YORK,Manhattan,10019,Roadway,Issued,01/02/2026 01:47:39 PM,01/02/2030 11:59:59 PM,40.76456379693,-73.979892475195,6,105,1076178,1010087502,137,MN0502,POINT (-73.979892475195 40.76456379693)
GMS HICKS STREET CORP,DELLAROCCO'S OF BROOKLYN,214 HICKS STREET,BROOKLYN,Brooklyn,11201,Roadway,Issued,08/01/2025 01:50:41 PM,08/01/2029 11:59:59 PM,40.695013134711,-73.995964675412,33,302,3002039,3002470035,301,BK0201,POINT (-73.995964675412 40.695013134711)
JANKYBOYZ LLC,JACK'S WIFE FREDA,258 WYTHE AVENUE,BROOKLYN,Brooklyn,11249,Sidewalk,Issued,08/22/2025 03:27:20 PM,08/22/2029 11:59:59 PM,40.717104235998,-73.963296298852,33,301,3062390,3023570017,555,BK0102,POINT (-73.963296298852 40.717104235998)
PLATAMATA LLC,RHODORA,197 ADELPHI STREET,BROOKLYN,Brooklyn,11205,Roadway,Issued,08/15/2025 04:02:04 PM,08/15/2029 11:59:59 PM,40.691872411467,-73.971595398318,35,302,3058343,3020740001,183,BK0203,POINT (-73.971595398318 40.691872411467)
"TEREUS CAFE, INC",OMONIA CAFE,7612 3 AVENUE,BROOKLYN,Brooklyn,11209,Roadway,Issued,08/15/2025 03:57:19 PM,08/15/2029 11:59:59 PM,40.630576078226,-74.028162250774,47,310,3149164,3059490045,64,BK1001,POINT (-74.028162250774 40.630576078226)
SAINT JANE LLC,HUDA,312 LEONARD STREET,BROOKLYN,Brooklyn,11211,Sidewalk,Issued,06/13/2025 09:10:36 AM,06/13/2029 11:59:59 PM,40.715013465769,-73.94783880811,34,301,3322871,3027530001,501,BK0104,POINT (-73.94783880811 40.715013465769)
DEOR LLC,DAGON,2454 BROADWAY,NEW YORK,Manhattan,10024,Roadway,Issued,07/03/2025 01:16:26 PM,07/03/2029 11:59:59 PM,40.791259771581,-73.973940226237,6,107,1033560,1012380046,179,MN0702,POINT (-73.973940226237 40.791259771581)
"MALU BAK, LLC",MADMAN ESPRESSO & BAKERY,332 BLEECKER STREET,NEW YORK,Manhattan,10014,Roadway,Issued,02/06/2026 12:23:41 PM,02/06/2030 11:59:59 PM,40.733522228047,-74.004351586061,3,102,1011145,1006190033,73,MN0203,POINT (-74.004351586061 40.733522228047)
"M.E.G. RESTAURANT ENTERPRISES, LTD.",NOVITA,102 EAST   22 STREET,NEW YORK,Manhattan,10010,Roadway,Issued,04/11/2025 02:43:57 PM,04/11/2029 11:59:59 PM,40.739271772083,-73.986290955574,2,106,1018008,1008770084,68,MN0602,POINT (-73.986290955574 40.739271772083)
151 BLEECKER LLC,THE RED LION,151 BLEECKER STREET,NEW YORK,Manhattan,10012,Roadway,Issued,10/24/2025 03:54:33 PM,10/24/2029 11:59:59 PM,40.728318234456,-73.999458800383,2,102,1077799,1005370037,65,MN0202,POINT (-73.999458800383 40.728318234456)
SOMMIE LLC,NOOK,45 IRVING AVENUE,BROOKLYN,Brooklyn,11237,Sidewalk,Issued,06/13/2025 09:15:53 AM,06/13/2029 11:59:59 PM,40.705001532147,-73.92488982582,34,304,3072389,3031760001,447,BK0401,POINT (-73.92488982582 40.705001532147)
LITTLE FISH CORP.,CARMINE'S,200 WEST   44 STREET,NEW YORK,Manhattan,10036,Roadway,Issued,05/23/2025 11:58:06 AM,05/23/2029 11:59:59 PM,40.75739816357,-73.98618975195,3,105,1024706,1010150029,119,MN0502,POINT (-73.98618975195 40.75739816357)
"OMONIA CAFE, INC.",OMONIA CAFE,32-20 BROADWAY,ASTORIA,Queens,11106,Roadway,Issued,08/15/2025 03:56:10 PM,08/15/2029 11:59:59 PM,40.761477481586,-73.924360228878,22,401,4008332,4006120040,59,QN0103,POINT (-73.924360228878 40.761477481586)
THREEFOLD HOLDINGS LLC,THREES BREWING,113 FRANKLIN STREET,BROOKLYN,Brooklyn,11222,Roadway,Issued,01/23/2026 12:13:49 PM,01/23/2030 11:59:59 PM,40.729976480659,-73.957623009713,33,301,3337033,3025570024,565,BK0101,POINT (-73.957623009713 40.729976480659)
"BOTANICUS GRAND, INC",LE BOTANISTE,127 GRAND STREET,NEW YORK,Manhattan,10013,Roadway,Issued,08/15/2025 03:38:50 PM,08/15/2029 11:59:59 PM,40.720594462281,-74.000212847084,1,102,1003035,1002320013,45,MN0201,POINT (-74.000212847084 40.720594462281)
WINDY GATES SOHO INC.,BALTHAZAR,80 SPRING STREET,NEW YORK,Manhattan,10012,Roadway,Issued,06/18/2025 03:31:35 PM,06/18/2029 11:59:59 PM,40.72270242812,-73.998109569261,1,102,1007238,1004830017,45,MN0201,POINT (-73.998109569261 40.72270242812)
BEEPUBLIC INC,BEEPUBLIC,181 FRONT STREET,NEW YORK,Manhattan,10038,Roadway,Issued,01/02/2026 02:50:53 PM,01/02/2030 11:59:59 PM,40.706472541114,-74.00442555649,1,101,1082000,1000740001,1502,MN0101,POINT (-74.00442555649 40.706472541114)
"BOWERY F & B, LLC",GEMMA,4 EAST    3 STREET,NEW YORK,Manhattan,10003,Roadway,Issued,10/03/2025 01:27:03 PM,10/03/2029 11:59:59 PM,40.726204442054,-73.991380768535,2,103,1006545,1004580006,3602,MN0303,POINT (-73.991380768535 40.726204442054)
CRABBY PATTY BROOKLYN LLC,SKINNY DENNIS,152 METROPOLITAN AVENUE,BROOKLYN,Brooklyn,11249,Roadway,Issued,08/15/2025 04:03:20 PM,08/15/2029 11:59:59 PM,40.716042877859,-73.962141066323,34,301,3062440,3023640022,555,BK0102,POINT (-73.962141066323 40.716042877859)
STOKES & MCGINLEY INC.,ALFIE'S,800 9 AVENUE,NEW YORK,Manhattan,10019,Roadway,Issued,08/15/2025 03:25:33 PM,08/15/2029 11:59:59 PM,40.76544868973,-73.98750212227,3,104,1025389,1010440001,133,MN0402,POINT (-73.98750212227 40.76544868973)
340 BLEECKER LLC,SAINT THEO'S,340 BLEECKER STREET,NEW YORK,Manhattan,10014,Roadway,Issued,07/03/2025 01:23:53 PM,07/03/2029 11:59:59 PM,40.733717103018,-74.004438197819,3,102,1011144,1006190026,73,MN0203,POINT (-74.004438197819 40.733717103018)
KINGS PALACE NYC LLC,CERVO'S,43 CANAL STREET,NEW YORK,Manhattan,10002,Roadway,Issued,02/06/2026 11:04:31 AM,02/06/2030 11:59:59 PM,40.714750528329,-73.991393077194,1,103,1003857,1002980034,16,MN0301,POINT (-73.991393077194 40.714750528329)
JV US HF VANDERBILT 2 LLC,VANDERBILT BAR & GRILL,230 PARK AVENUE,NEW YORK,Manhattan,10169,Roadway,Issued,05/09/2025 09:36:19 AM,05/09/2029 11:59:59 PM,40.75450075314,-73.975950427165,4,105,1036185,1013000001,92,MN0604,POINT (-73.975950427165 40.75450075314)
1568 GYRO LLC,YASOUVLAKI,1568 3 AVENUE,NEW YORK,Manhattan,10128,Roadway,Issued,01/02/2026 03:05:00 PM,01/02/2030 11:59:59 PM,40.780217501487,-73.952976283073,5,108,1048084,1015170033,14802,MN0802,POINT (-73.952976283073 40.780217501487)
AINSLIE BOWERY LLC,AINSLIE BOWERY,199 BOWERY,NEW YORK,Manhattan,10002,Roadway,Issued,02/27/2026 01:05:40 PM,02/27/2030 11:59:59 PM,40.721143242987,-73.993701117259,1,103,1087253,1004257502,18,MN0302,POINT (-73.993701117259 40.721143242987)
513 COLUMBUS LLC,COTTA,513 COLUMBUS AVENUE,NEW YORK,Manhattan,10024,Roadway,Issued,11/07/2025 02:39:54 PM,11/07/2029 11:59:59 PM,40.785600882202,-73.972804703637,6,107,1031339,1011987502,169,MN0702,POINT (-73.972804703637 40.785600882202)
AMA FOOD GROUP LLC,AMA RAW BAR,190 AVENUE B,NEW YORK,Manhattan,10009,Roadway,Issued,06/13/2025 09:06:18 AM,06/13/2029 11:59:59 PM,40.72790737121,-73.979153119564,2,103,1005178,1004050031,34,MN0303,POINT (-73.979153119564 40.72790737121)
UPRIGHT HOLDINGS 547 LLC,LEITAO,547 HUDSON STREET,NEW YORK,Manhattan,10014,Roadway,Issued,10/03/2025 01:33:21 PM,10/03/2029 11:59:59 PM,40.734954914987,-74.006108950432,3,102,1011852,1006320149,75,MN0203,POINT (-74.006108950432 40.734954914987)
CHAMA MAMA LLC,CHAMA MAMA,373 AMSTERDAM AVENUE,NEW YORK,Manhattan,10024,Sidewalk,Issued,04/11/2025 02:07:40 PM,04/11/2029 11:59:59 PM,40.782308465484,-73.978922976444,6,107,1030225,1011490061,161,MN0702,POINT (-73.978922976444 40.782308465484)
TERERE CORPORATION,TABARE,221 SOUTH    1 STREET,BROOKLYN,Brooklyn,11211,Roadway,Issued,08/15/2025 04:07:51 PM,08/15/2029 11:59:59 PM,40.712956711403,-73.959094773167,34,301,3062817,3023940028,523,BK0102,POINT (-73.959094773167 40.712956711403)
JAY'S NICKELS AND DIMES INC,WESTVILLE,333 HUDSON STREET,NEW YORK,Manhattan,10013,Roadway,Issued,10/31/2025 11:49:02 AM,10/31/2029 11:59:59 PM,40.727022468914,-74.007378210775,3,102,1010374,1005970055,37,MN0201,POINT (-74.007378210775 40.727022468914)
BARTOLI'S PIZZERIA & RESTAURANT INC,GINO'S RESTAURANT & PIZZERIA,7414 5 AVENUE,BROOKLYN,Brooklyn,11209,Sidewalk,Issued,02/07/2025 04:51:04 PM,02/07/2029 11:59:59 PM,40.630110738122,-74.022394182472,47,310,3148324,3059300043,134,BK1001,POINT (-74.022394182472 40.630110738122)
BROMACO INC,AURORA,70 GRAND STREET,BROOKLYN,Brooklyn,11249,Roadway,Issued,04/04/2025 04:16:03 PM,04/04/2029 11:59:59 PM,40.71580492211,-73.964774543987,33,301,3062759,3023900024,551,BK0102,POINT (-73.964774543987 40.71580492211)
REBA REALTY CORP/WALKER'S,WALKER'S,16 NORTH MOORE STREET,NEW YORK,Manhattan,10013,Roadway,Issued,08/29/2025 01:52:20 PM,08/29/2029 11:59:59 PM,40.719790027412,-74.007074374166,1,101,1002149,1001890034,33,MN0102,POINT (-74.007074374166 40.719790027412)
F&R NYC CORP,CHÂTEAU 49,924 2 AVENUE,NEW YORK,Manhattan,10022,Sidewalk,Issued,06/27/2025 07:56:16 PM,06/27/2029 11:59:59 PM,40.754268512125,-73.968948258633,4,106,1039464,1013420001,98,MN0604,POINT (-73.968948258633 40.754268512125)
VARIETY CAFE INC.,VARIETY COFFEE ROASTERS,368 GRAHAM AVENUE,BROOKLYN,Brooklyn,11211,Roadway,Issued,09/19/2025 12:06:53 PM,09/19/2029 11:59:59 PM,40.715390684527,-73.944516192474,34,301,3068617,3027550002,497,BK0104,POINT (-73.944516192474 40.715390684527)
FRANCAT INC,LOCANDA VINI & OLII (LEWIS DRUG STORE),129 GATES AVENUE,BROOKLYN,Brooklyn,11238,Roadway,Issued,07/03/2025 01:01:44 PM,07/03/2029 11:59:59 PM,40.684796653234,-73.962926874641,35,302,3335023,3019650082,201,BK0204,POINT (-73.962926874641 40.684796653234)
"WARE FARM, LLC",UNION HALL,702 UNION STREET,BROOKLYN,Brooklyn,11215,Roadway,Issued,05/02/2025 02:19:13 PM,05/02/2029 11:59:59 PM,40.676154834001,-73.979843524857,39,306,3020176,3009560112,133,BK0602,POINT (-73.979843524857 40.676154834001)
1MJJET CORP,SHANGHAI MONG,30 WEST   32 STREET,NEW YORK,Manhattan,10001,Roadway,Issued,01/02/2026 03:01:42 PM,01/02/2030 11:59:59 PM,40.74775590996,-73.98695326895,3,105,1015830,1008330061,76,MN0501,POINT (-73.98695326895 40.74775590996)
W LLC,THE WOOLY,390 BROOME STREET,NEW YORK,Manhattan,10013,Roadway,Issued,11/14/2025 12:47:25 PM,11/14/2029 11:59:59 PM,40.720536780692,-73.996908308594,1,102,1007204,1004810035,41,MN0201,POINT (-73.996908308594 40.720536780692)
GREENWOOD LAKE GROUP LLC,AT THE WALLACE,3612 BROADWAY,NEW YORK,Manhattan,10031,Sidewalk,Issued,02/13/2026 02:32:43 PM,02/13/2030 11:59:59 PM,40.828723613901,-73.948757479918,7,109,1062060,1020800059,233,MN0903,POINT (-73.948757479918 40.828723613901)
"STREATOR, INC.",CAFE LUXEMBOURG,200 WEST   70 STREET,NEW YORK,Manhattan,10023,Sidewalk,Issued,05/09/2025 09:12:42 AM,05/09/2029 11:59:59 PM,40.777327365479,-73.982676038222,6,107,1030348,1011580033,15501,MN0701,POINT (-73.982676038222 40.777327365479)
"TERROIR TRIBECA, LLC",TERROIR TRIBECA,24 HARRISON STREET,NEW YORK,Manhattan,10013,Roadway,Issued,08/15/2025 04:09:16 PM,08/15/2029 11:59:59 PM,40.718766008443,-74.010032397316,1,101,1002082,1001810041,39,MN0102,POINT (-74.010032397316 40.718766008443)
NGMC RESTAURANT INCORPORATED,CYCLO,5-51 47 AVENUE,LONG ISLAND CITY,Queens,11101,Sidewalk,Issued,03/24/2025 04:14:54 PM,03/24/2029 11:59:59 PM,40.745875953294,-73.95513711591,26,402,4000043,4000280001,702,QN0201,POINT (-73.95513711591 40.745875953294)
"GAUTENG, LLC",JACK'S WIFE FREDA,116 8 AVENUE,NEW YORK,Manhattan,10011,Roadway,Issued,06/13/2025 09:13:50 AM,06/13/2029 11:59:59 PM,40.740872775677,-74.001688862208,3,104,1081541,1007650001,81,MN0401,POINT (-74.001688862208 40.740872775677)
DIMES BIG TIME LLC,DIMES,49 CANAL STREET,NEW YORK,Manhattan,10002,Roadway,Issued,08/15/2025 03:33:11 PM,08/15/2029 11:59:59 PM,40.714819164639,-73.991623933188,1,103,1003860,1002980037,16,MN0301,POINT (-73.991623933188 40.714819164639)
F & M INDUSTRIE CORP,L'INDUSTRIE PIZZERIA,254 SOUTH    2 STREET,BROOKLYN,Brooklyn,11211,Roadway,Issued,05/09/2025 09:22:54 AM,05/09/2029 11:59:59 PM,40.711721128031,-73.957887157177,34,301,3063152,3024200022,523,BK0102,POINT (-73.957887157177 40.711721128031)
LIKEMINDED HOSPITALITY LLC,ROSCIOLI NYC,43 MACDOUGAL STREET,NEW YORK,Manhattan,10012,Sidewalk,Issued,03/06/2026 10:59:09 AM,03/06/2030 11:59:59 PM,40.727653975692,-74.002475061484,1,102,1008140,1005200083,37,MN0201,POINT (-74.002475061484 40.727653975692)
FT 245 CORP,BAR VELOCE,175 SECOND AVENUE,NEW YORK,Manhattan,10003,Sidewalk,Issued,02/06/2026 10:51:29 AM,02/06/2030 11:59:59 PM,40.730472060292,-73.986314421583,2,103,1006837,1004670035,4002,MN0303,POINT (-73.986314421583 40.730472060292)
THE CRYSTAL ROOM LP,BLUE RIBBON BRASSERIE,97 SULLIVAN STREET,NEW YORK,Manhattan,10012,Sidewalk,Issued,02/27/2026 01:21:00 PM,02/27/2030 11:59:59 PM,40.725524021007,-74.003135217816,1,102,1007775,1005030001,49,MN0201,POINT (-74.003135217816 40.725524021007)
DURUM LLC,LARINA PASTIFICIO & VINO,387 MYRTLE AVENUE,BROOKLYN,Brooklyn,11205,Roadway,Issued,07/18/2025 03:18:22 PM,07/18/2029 11:59:59 PM,40.693159430301,-73.970487778973,35,302,3058178,3020460093,187,BK0203,POINT (-73.970487778973 40.693159430301)
"HAVANA CENTRAL NY 2, LLC",HAVANA CENTRAL,151 WEST   46 STREET,NEW YORK,Manhattan,10036,Roadway,Issued,02/13/2026 03:46:33 PM,02/13/2030 11:59:59 PM,40.757990700134,-73.983666510565,4,105,1022663,1009990009,125,MN0502,POINT (-73.983666510565 40.757990700134)
NITEHAWK BROOKLYN LLC,NITEHAWK CINEMA/ LO-RES BAR,136 METROPOLITAN AVENUE,BROOKLYN,Brooklyn,11249,Sidewalk,Issued,02/06/2026 12:25:03 PM,02/06/2030 11:59:59 PM,40.716221392142,-73.962458410491,34,301,3062437,3023647501,555,BK0102,POINT (-73.962458410491 40.716221392142)
TIMONI INC,TRE GIOVANI,548 LAGUARDIA PLACE,NEW YORK,Manhattan,10012,Roadway,Issued,09/26/2025 12:42:32 PM,09/26/2029 11:59:59 PM,40.728804047051,-73.998325876931,2,102,1008640,1005370021,65,MN0202,POINT (-73.998325876931 40.728804047051)
OAK CAFE LLC,GRETA,204 NASSAU AVENUE,BROOKLYN,Brooklyn,11222,Roadway,Issued,10/24/2025 03:37:11 PM,10/24/2029 11:59:59 PM,40.725576622499,-73.944731365955,33,301,3067044,3026860007,591,BK0101,POINT (-73.944731365955 40.725576622499)
AVIV75 LLC,KOSSAR'S - MISS WONTON DUMPLING,1409 YORK AVENUE,NEW YORK,Manhattan,10021,Sidewalk,Issued,02/06/2026 12:20:13 PM,02/06/2030 11:59:59 PM,40.768988519305,-73.952518525168,5,108,1045931,1014700022,13201,MN0801,POINT (-73.952518525168 40.768988519305)
B&H RESTAURANT LLC,LEYLA,108 WEST   74 STREET,NEW YORK,Manhattan,10023,Roadway,Issued,08/15/2025 03:45:03 PM,08/15/2029 11:59:59 PM,40.778896614003,-73.978263293554,6,107,1030021,1011450037,157,MN0701,POINT (-73.978263293554 40.778896614003)
LPB 7 LLC,LA PECORA BIANCA,1562 2 AVENUE,NEW YORK,Manhattan,10028,Roadway,Issued,05/16/2025 03:52:47 PM,05/16/2029 11:59:59 PM,40.774739391413,-73.954012775837,5,108,1049869,1015447504,138,MN0803,POINT (-73.954012775837 40.774739391413)
